year,name,avg
2012,"Державне підприємство ""Машинобудівна фірма ""Артем""",525.0
2011,"Державне підприємство ""Машинобудівна фірма ""Артем""",525.0
2010,"Державне підприємство ""Машинобудівна фірма ""Артем""",525.0
2009,"Державне підприємство ""Машинобудівна фірма ""Артем""",575.0
2008,"Державне підприємство ""Машинобудівна фірма ""Артем""",625.0
2007,"Державне підприємство ""Машинобудівна фірма ""Артем""",675.0
2006,"Державне підприємство ""Машинобудівна фірма ""Артем""",675.0
2005,"Державне підприємство ""Машинобудівна фірма ""Артем""",675.0
2019,"Державне підприємство ""Оризон-Навігація""",225.0
2018,"Державне підприємство ""Оризон-Навігація""",225.0
2017,"Державне підприємство ""Оризон-Навігація""",225.0
2016,"Державне підприємство ""Оризон-Навігація""",275.0
2015,"Державне підприємство ""Оризон-Навігація""",275.0
2014,"Державне підприємство ""Оризон-Навігація""",325.0
2013,"Державне підприємство ""Оризон-Навігація""",375.0
2012,"Державне підприємство ""Оризон-Навігація""",375.0
2011,"Державне підприємство ""Оризон-Навігація""",425.0
2010,"Державне підприємство ""Оризон-Навігація""",425.0
2009,"Державне підприємство ""Оризон-Навігація""",375.0
2008,"Державне підприємство ""Оризон-Навігація""",475.0
2007,"Державне підприємство ""Оризон-Навігація""",425.0
2006,"Державне підприємство ""Оризон-Навігація""",375.0
2005,"Державне підприємство ""Оризон-Навігація""",375.0
2018,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",1.0
2017,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",1.0
2016,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",1.0
2015,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",1.0
2014,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",1.0
2013,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",1.0
2012,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",3.5
2011,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",62.5
2010,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",62.5
2009,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",52.5
2008,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",42.5
2007,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",22.5
2006,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",22.5
2005,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",17.5
2019,"Державне підприємство ""Новатор""",1250.0
2018,"Державне підприємство ""Новатор""",1750.0
2017,"Державне підприємство ""Новатор""",1750.0
2016,"Державне підприємство ""Новатор""",2250.0
2015,"Державне підприємство ""Новатор""",2250.0
2014,"Державне підприємство ""Новатор""",1750.0
2013,"Державне підприємство ""Новатор""",1750.0
2012,"Державне підприємство ""Новатор""",1750.0
2011,"Державне підприємство ""Новатор""",1750.0
2010,"Державне підприємство ""Новатор""",1750.0
2009,"Державне підприємство ""Новатор""",1750.0
2008,"Державне підприємство ""Новатор""",1750.0
2007,"Державне підприємство ""Новатор""",2250.0
2006,"Державне підприємство ""Новатор""",2250.0
2005,"Державне підприємство ""Новатор""",2750.0
2018,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",7.5
2017,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",3.5
2016,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",3.5
2015,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",7.5
2014,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",32.5
2013,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",37.5
2012,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",42.5
2011,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",77.5
2010,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",77.5
2009,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",72.5
2008,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",57.5
2007,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",62.5
2006,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",92.5
2005,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",92.5
2019,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2018,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",275.0
2017,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",275.0
2016,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",275.0
2015,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2014,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",175.0
2013,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",175.0
2012,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",175.0
2011,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2010,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2009,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2008,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2007,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2006,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",225.0
2005,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",275.0
2019,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2018,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2017,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2016,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2015,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2014,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2013,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2012,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2011,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2010,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2009,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2008,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",97.5
2007,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2006,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",125.0
2005,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",175.0
2019,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",37.5
2018,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",47.5
2017,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",57.5
2016,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",82.5
2015,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",72.5
2014,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",77.5
2013,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",92.5
2012,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",125.0
2011,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",125.0
2010,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",125.0
2009,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",125.0
2008,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",175.0
2007,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",175.0
2006,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",175.0
2005,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",225.0
2019,"Херсонський державний завод ""Палада""",425.0
2018,"Херсонський державний завод ""Палада""",475.0
2017,"Херсонський державний завод ""Палада""",525.0
2016,"Херсонський державний завод ""Палада""",425.0
2015,"Херсонський державний завод ""Палада""",325.0
2014,"Херсонський державний завод ""Палада""",375.0
2013,"Херсонський державний завод ""Палада""",425.0
2012,"Херсонський державний завод ""Палада""",525.0
2011,"Херсонський державний завод ""Палада""",625.0
2010,"Херсонський державний завод ""Палада""",625.0
2009,"Херсонський державний завод ""Палада""",725.0
2008,"Херсонський державний завод ""Палада""",725.0
2007,"Херсонський державний завод ""Палада""",675.0
2006,"Херсонський державний завод ""Палада""",675.0
2005,"Херсонський державний завод ""Палада""",625.0
2019,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",37.5
2018,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",42.5
2015,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",72.5
2014,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",92.5
2013,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",125.0
2012,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",125.0
2019,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",27.5
2018,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",32.5
2017,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",32.5
2016,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",17.5
2015,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",7.5
2014,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",17.5
2013,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",22.5
2019,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",57.5
2018,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",62.5
2017,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",67.5
2016,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",72.5
2015,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",67.5
2014,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",52.5
2013,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",37.5
2012,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",62.5
2011,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",67.5
2010,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",67.5
2009,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",72.5
2008,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",77.5
2007,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",82.5
2006,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",125.0
2019,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",87.5
2018,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",125.0
2017,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",125.0
2016,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",125.0
2015,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",175.0
2014,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",175.0
2013,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",225.0
2012,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",275.0
2011,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",275.0
2010,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",275.0
2009,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",275.0
2008,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",275.0
2007,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",275.0
2006,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",325.0
2005,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",325.0
2019,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",32.5
2018,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",32.5
2017,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",42.5
2016,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",47.5
2015,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",47.5
2014,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",37.5
2013,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",22.5
2012,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",12.5
2011,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",12.5
2009,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",37.5
2008,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",27.5
2007,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",32.5
2006,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",32.5
2005,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",12.5
2019,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2018,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2017,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2016,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2015,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2014,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",175.0
2013,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2012,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2011,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2010,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2009,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",125.0
2008,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",87.5
2007,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",82.5
2006,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",72.5
2005,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",47.5
2019,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,7.5
2018,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,7.5
2017,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2016,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2015,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2014,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2013,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2012,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2011,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,17.5
2010,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2009,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2008,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2007,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,12.5
2006,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,7.5
2005,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,7.5
2019,"""Львівський державний завод ""ЛОРТА""",625.0
2018,"""Львівський державний завод ""ЛОРТА""",825.0
2017,"""Львівський державний завод ""ЛОРТА""",975.0
2016,"""Львівський державний завод ""ЛОРТА""",1250.0
2015,"""Львівський державний завод ""ЛОРТА""",1250.0
2014,"""Львівський державний завод ""ЛОРТА""",1250.0
2013,"""Львівський державний завод ""ЛОРТА""",1250.0
2012,"""Львівський державний завод ""ЛОРТА""",1250.0
2011,"""Львівський державний завод ""ЛОРТА""",1250.0
2010,"""Львівський державний завод ""ЛОРТА""",1250.0
2009,"""Львівський державний завод ""ЛОРТА""",1250.0
2008,"""Львівський державний завод ""ЛОРТА""",1250.0
2007,"""Львівський державний завод ""ЛОРТА""",1250.0
2006,"""Львівський державний завод ""ЛОРТА""",1250.0
2005,"""Львівський державний завод ""ЛОРТА""",1750.0
2019,Ізюмський казенний приладобудівний завод,1250.0
2018,Ізюмський казенний приладобудівний завод,1250.0
2017,Ізюмський казенний приладобудівний завод,1250.0
2016,Ізюмський казенний приладобудівний завод,1250.0
2015,Ізюмський казенний приладобудівний завод,975.0
2014,Ізюмський казенний приладобудівний завод,925.0
2013,Ізюмський казенний приладобудівний завод,1250.0
2012,Ізюмський казенний приладобудівний завод,1250.0
2011,Ізюмський казенний приладобудівний завод,1750.0
2010,Ізюмський казенний приладобудівний завод,1750.0
2009,Ізюмський казенний приладобудівний завод,1750.0
2008,Ізюмський казенний приладобудівний завод,1750.0
2007,Ізюмський казенний приладобудівний завод,1750.0
2006,Ізюмський казенний приладобудівний завод,2250.0
2005,Ізюмський казенний приладобудівний завод,2250.0
2019,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",7.5
2018,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",7.5
2017,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",3.5
2016,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",7.5
2015,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",7.5
2014,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",12.5
2013,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",27.5
2012,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",12.5
2011,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",12.5
2010,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",12.5
2009,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",27.5
2008,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",125.0
2007,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",125.0
2006,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",125.0
2019,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",42.5
2018,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",42.5
2017,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",47.5
2016,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",27.5
2015,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",47.5
2014,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",47.5
2013,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",27.5
2012,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",27.5
2011,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",72.5
2010,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",72.5
2009,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",82.5
2008,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",125.0
2007,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",97.5
2006,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",67.5
2005,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",225.0
2019,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",47.5
2018,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",37.5
2017,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",27.5
2016,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",12.5
2015,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",12.5
2014,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",12.5
2013,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",17.5
2012,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",12.5
2011,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",17.5
2010,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",17.5
2009,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",22.5
2008,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",37.5
2007,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",77.5
2019,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",9250.0
2018,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",10500.0
2017,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",10500.0
2016,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",11500.0
2015,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",12500.0
2014,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",12500.0
2013,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",12500.0
2012,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",12500.0
2011,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",11500.0
2010,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",11500.0
2009,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",11500.0
2008,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",12500.0
2007,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",13500.0
2006,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",14500.0
2005,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",14500.0
2019,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",175.0
2018,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",225.0
2017,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",225.0
2016,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",225.0
2015,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",175.0
2014,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",175.0
2013,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",175.0
2012,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",175.0
2011,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",175.0
2010,"Державне підприємство ""Конструкторське бюро ""Артилерійське озброєння""",175.0
